31.251,29.097,28.391,25.427,23.88,20.046,20.665
29.823,28.577,28.146,26.031,25.5,23.034,24.014
32.812,30.589,29.768,26.02,24.415,20.235,21.048
33.196,31.588,31.311,28.741,28.331,25.369,26.145
29.17,28.011,27.92,26.016,24.934,22.221,23.293
27.132,25.201,24.623,21.382,19.779,16.77,17.424
29.109,27.018,26.441,23.766,22.549,19.319,20.141
31.441,30.107,29.953,27.78,27,23.859,24.78
30.088,28.487,28.059,25.66,24.602,21.333,22.217
34.345,32.75,32.49,30.031,29.194,25.859,26.842
29.838,27.9,27.322,24.763,23.663,20.593,21.509
27.623,25.462,24.987,22.049,20.622,16.782,17.26
29.567,28.281,28.423,26.241,25.532,23.191,23.814
29.887,28.049,27.19,24.502,23.376,20.38,21.327
30.736,29.017,28.324,25.733,25.023,22.334,23.238
30.554,28.691,27.542,24.83,23.616,20.324,20.565
30.164,28.607,28.373,25.819,24.862,21.87,22.732
32.193,30.111,29.154,26.112,24.803,21.206,21.886
27.445,25.702,25.554,23.598,22.76,19.986,21.077
28.778,27.274,26.892,24.288,23.326,20.035,21.071
27.387,24.994,23.583,19.911,18.109,13.904,14.433
29.035,27.343,26.792,23.902,22.618,19.153,19.828
31.721,30.395,30.176,27.493,26.579,23.654,24.609
26.337,24.518,23.701,21.342,20.518,17.763,18.628
29.507,27.202,26.073,22.876,21.325,17.291,17.78
32.82,30.696,30.185,27.301,25.756,22.282,22.857
31.51,29.39,29.056,26.64,25.456,22.167,22.796
32.155,31.287,31.282,29.393,28.796,26.413,27.501
33.756,31.963,31.38,28.677,27.621,24.475,25.15
27.827,25.813,25.11,22.138,20.637,16.677,17.291
29.636,27.587,27.01,24.314,22.874,19.566,20.104
26.596,24.325,23.55,20.596,19.274,15.959,16.361
28.02,25.876,25.235,22.615,21.496,18.052,18.687
29.696,27.735,27.162,24.492,23.135,19.914,20.455
28.697,27.308,26.912,24.998,24.381,21.636,22.19
33.483,31.913,31.817,29.521,28.744,25.485,26.341
28.492,26.43,25.506,22.792,21.379,17.887,18.653
31.726,29.296,28.358,25.798,24.55,20.987,21.618
34.511,32.163,31.593,28.609,27.414,23.395,24.298
34.649,33.108,33.148,30.438,29.454,26.719,27.75
